q01_num_hijos,q02a_age_2nd_child_to_1st,q02b_age_3rd_child_to_1st,q02c_age_4th_child_to_1st,q03_help,q04_excedencia_all,q05_duration_child,q06_duration_child,q07_duration_child,q08_main_reason,q09a_secondary_reason,q09b_secondary_reason,q09c_secondary_reason,q09d_secondary_reason,q10_diff_reasons,q11_other_ask,q12_other_not_reason,q13a_conciliation_opts,q13b_conciliation_opts,q13c_conciliation_opts,q14_company_reaction,q15_mates_reaction,q16_formation_time,q17_work_during,q18_back_work,q19_tasks_after,q20_current_tasks,q21_excedencia_general_evaluation,q22_excedencia_needs_improvements,q23_excedencia_specify_improvements,q24_conciliation_general_evaluation,q25_conciliation_needs_improvements,q26_conciliation_specify_improvements,q27_experience_description,q28_comments,q29_genre,q31_civil_status,q32_education,q33_job,q34_contract
2,4,,,"No, no cuento con nadie más",si,Primer y segundo hijo un año,12 meses,No,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,Fueron los mismos,no,No nos planteamos esa opción,Flexibilidad de horario,Reducción de jornada,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Es de mayor rango ,6,"No, considero que funciona bien.","Yo soy funcionario y el sistema funciona bien, al menos en mi caso",6,"Sí, creo que necesita alguna mejora.",Los horarios ,"Tranquilidad, dedicación y un proceso de autoconocimiento como madre",No,Mujer,Casado/a,Doctorado,Trabajo en el sector público,Indefinido
2,4,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,9,9,0,Sentía que mi puesto de trabajo estaba asegurado,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,0,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,4,"Sí, creo que necesita alguna mejora.",Remunerada parcialmente ,4,"Sí, creo que necesita alguna mejora.",Remunerada ,Buena,No,Mujer,Casado/a,Estudios secundarios ,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,,,,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,NA,,no,otros: No,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,6,"No, considero que funciona bien.",,4,"Sí, creo que necesita alguna mejora.",,,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,36,,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Hostilidad,otros: Sorpresa ,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Salí del mercado laboral,otros: Cambio radical ,"otros: Muy diferente,  monté una empresa",2,"Sí, creo que necesita alguna mejora.",,4,"Sí, creo que necesita alguna mejora.",Educar y concienciar para conseguir el apoyo del entorno,,"Que no está igual visto por la sociedad coger una excedencia siendo hombre o mujer. En mi caso, siendo hombre, el entorno a veces reacciona de coordinando sorpresa e incomprensión.",Hombre,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo por cuenta propia,otros: Autónomo 
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,5,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,5,"Sí, creo que necesita alguna mejora.",Mayor flexibilidad horaria y mejor tramitación ,4,"Sí, creo que necesita alguna mejora.",Mejores horarios. Compatibles con colegios y guardes ,Mayor tiempo juntos ,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",si,1 mes ,,No,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Asumí tareas de mayor responsabilidad ,Es de mayor rango ,7,"Sí, creo que necesita alguna mejora.","Mayor información por parte de las empresas, si yo no hubiera preguntado la empresa no me hubiera informado.
Aunque la empresa esté a favor de la conciliación familiar, los jefes no están a favor de prescindir de los trabajadores durante una baja de maternidad/paternidad; mi jefe me dijo que me iba de vacaciones. 😡",5,"Sí, creo que necesita alguna mejora.",Sobre todo que la empresa las apoye y que todos los mandos se den cuenta de la importancia de la conciliación para tener empleados más contentos y que trabajen en consecuencia ,"Merece la pena
Volvería a hacerlo ",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,8 meses ,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,otros: Sólo hay un progenitor ,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Asumí tareas de mayor responsabilidad ,Es de mayor rango ,5,"No, considero que funciona bien.",,5,"Sí, creo que necesita alguna mejora.","En mi caso No, pero si que se deberían revisar los horarios laborales para una mejor conciliacion",Gratificante en todos los ámbitos de mi vida,,Mujer,Soltero/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,otros: De manera puntual dos o tres familiares pero tienen su propio trabajo. Por ello no puede ser una ayuda fija.,si,12 meses,,,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No contaba con ayuda externa de familiares,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,En el puesto de trabajo en el que estaba no aceptaba ninguna de hecho la excedencia la aceptaron porque no se podían negar ,NA,NA,Hostilidad,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Sí, por cuenta ajena",Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,4,"Sí, creo que necesita alguna mejora.",Que el asegurarse el puesto sea más de un año así como algún tipo de beneficio para la empresa para que no lo vean como un problema.,3,"Sí, creo que necesita alguna mejora.","Que sea más fácil y generar algún tipo de ""beneficio"" a la empresa para poder acoger las excedencias y reducciones de una manera mas llevadera para todos. En mi sector, servicios, una reducción no suele ser una opción ya que los horarios de atención son amplios y no aceptan el que acabes antes de que los niños salgan del colegio. Y si haces una reducción implica un sobrecoste para la empresa","Ansiedad laboral inicial, incomprensión y posterior decepción a la vuelta al trabajo.",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,4,12,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Sí, por cuenta ajena",Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,3,"Sí, creo que necesita alguna mejora.",Una pensión mínima por cuidado de hijos,1,"Sí, creo que necesita alguna mejora.","Ampliación de permiso paternal a 4 meses, equipararlo con la madre, y una menor penalización en la reducción de jornada por cuidado de hijos","Fabulosa en lo personal, dura en lo económico",,Hombre,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,8,8,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,si,,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"Sí, creo que necesita alguna mejora.",,2,"Sí, creo que necesita alguna mejora.",,Gran experiencia que no ha afectado a mi desarrollo profesional,,Hombre,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12 meses 1,,,Sentía que mi puesto de trabajo estaba asegurado,podía hacerlo y me apetecia,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,6,"Sí, creo que necesita alguna mejora.",Cobrar un minimo,6,"Sí, creo que necesita alguna mejora.","Yo tengo la suerte de trabajar en lo público  
Igualdad para la priva",Enriquecedora a veces agobiante otras,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,13 meses,3 meses. 1er y único hijo.,O,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,5,"Sí, creo que necesita alguna mejora.","La excedencia debería ampliarse a más de los 3 años de edad del hijo/a.
Deberías poder volver a tu mismo puesto independientemente de la duración de la experiencia.",3,"Sí, creo que necesita alguna mejora.",,Lo más beneficioso para nuestra familia.,,Mujer,Vivo en pareja,Formación profesional ,Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",no,Ninguna,Ninguna,Ninguno,otros: Ninguno,Ninguno,NA,NA,NA,-,no,No aplica,Flexibilidad de horario,NA,NA,otros: -,otros: -,otros: -,otros: -,otros: -,otros: -,No estoy trabajando actualmente,4,"Sí, creo que necesita alguna mejora.",Subvencciones administrativas,4,"Sí, creo que necesita alguna mejora.",Reconocimiento laboral a una percepción económica,NO HE PADECIDO EXCEDENCIAS DE ESE TIPO.,El reconocimiento por parte del Estado.,Hombre,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo por cuenta propia,Indefinido
1,,,,"No, no cuento con nadie más",si,12,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,"otros: Miedo a perder el empleo, y dificultad para encontrar otro.",Reducción de jornada,NA,NA,Indiferencia,Comprensión,"otros: Lo intenté, pero me fue imposible ",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,otros: Terminó hace unos meses,7,"Sí, creo que necesita alguna mejora.","Cobrar algo, una especie de paro o baja maternal ",4,"Sí, creo que necesita alguna mejora.","Muchas... La principal que no esté mal visto y no tenga repercusiones en la empresa privada. Yo no tengo ese problema por ser funcionaria,pero mi marido sí. ","Dura, pero merece la pena.",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,7 meses,,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Es de menor rango ,5,"Sí, creo que necesita alguna mejora.",Excedencias cortas en caso de enfermedad del menor,4,"Sí, creo que necesita alguna mejora.",Mayor flexibilidad horaria,Lo volvería a hacer,,Mujer,Casado/a,Formación profesional ,Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,si,,Trabajo por objetivos,NA,NA,Indiferencia,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,La excedencia no ha acabado aún,otros: Aún no me he reincorporado ,,4,"Sí, creo que necesita alguna mejora.",,1,"Sí, creo que necesita alguna mejora.","Baja igual no transferible.
Servicio de guardería público y flexible. 
Días por enfermedad de hijo con compensación para la empresa...
Gestión periodos vacacionales... ",,,Hombre,Casado/a,Formación profesional ,Trabajo en el sector privado,Temporal
1,,,,"Sí, los abuelos u otros familiares viven en el hogar ",si,3 meses y medio,-,-,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,-,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"Sí, creo que necesita alguna mejora.","Ayudas para familias que quieran dedicarse al cuidado del menor, al menos durante el primer año.",7,"Sí, creo que necesita alguna mejora.",Mejores horarios y mayor flexibilidad,"Comprensión, facilidades, reducción de jornada","He tenido que volver cuando mi bebe cumplía 9meses y la vuelta ha sido muy dura, si hubiera podido la habría alargado más pero lamentablemente la economía no ayuda nada..",Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,otros: Los abuelos y la guardería ,si,11 meses,,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Quería dedicarme por completo a mi/s hijo/s,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Emprendí mi propia actividad,Realicé trabajos de menor responsabilidad ,,1,"Sí, creo que necesita alguna mejora.","En mi caso, la excedencia no me permitía realizar trabajos como freelance dentro del mismo sector, aún siendo a media jornada (menos horas). Si fuera en otro sector sí que sería posible, pero reinventarse profesionalmente durante una excedencia por maternidad es una locura. Total, que te quedas completamente desenganchada.
",1,"Sí, creo que necesita alguna mejora.","No es real tal sistema. Por poner algunos ejemplos:

- El tiempo de baja (4 meses), que no es suficiente ni para seguir las recomendaciones de la OMS (lactancia a demanda los 6 primeros meses).

- las desigualdades derivadas de que el padre no tenga más que 1 mes de baja (y muchos ni lo respetan). Si fueran 6 meses cada uno, intransferibles y no renunciables, empezaríamos a hablar de igualdad.

- los horarios laborales de este país son infames. Trabajando 9 ó 10h diarias es imposible conciliar ni vida familiar ni personal ni nada en absoluto.

- la cultura laboral de calentar la silla en vez de trabajar por objetivos

-la falta de opciones de trabajo en remoto. El presentismo no ayuda.","Agotadora.
Sentimiento de descuelgue laboral (menos valorada).
Orgullosa de haber disfrutado de mi hijo durante casi su primer año de vida.",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),otros: A punto de comenzar a trabajar por cuenta propia ,otros: freelance
1,,,,"No, no cuento con nadie más",si,3meses,,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,otros: El redujo la jornada,Flexibilidad de horario,Reducción de jornada,Trabajo por objetivos,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,6,"Sí, creo que necesita alguna mejora.",Mas comprension en las direcciones empresariales en materia de conciliacion,4,"Sí, creo que necesita alguna mejora.","1año de baja por maternidad,3meses de paternidad",Privilegio de funcionaria,"Aunque supone una falta de ingresos,si puedes economizar de otro lado,vale la pena.Para mi ha sido mágico poder dedicarme a mi hija por completo",Mujer,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",si,6,,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,otros: Autonomo,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,,1,"Sí, creo que necesita alguna mejora.","Alargar la baja por maternidad, con disminución progresiva de salario hasta los 18 meses (voluntaria).
Ojo que al pedir excedencia pierdes la subvención por madre trabajadora. ( contradictorio)",1,"Sí, creo que necesita alguna mejora.","Alargar baja maternidad hasta 18 meses de vida.
Disminución del salario en ese periodo
Baja a elegir uno de los dos de la pareja.
Facilidades para la empresa a nivel de coste en seguridad social para garantizar derechos trabajadores
",Excedencia hasta los 12 meses de vida se hace corta pero te incorporas por motivos económicos.,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,5 meses primer hijo,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,3,"Sí, creo que necesita alguna mejora.",,2,"Sí, creo que necesita alguna mejora.",,,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",si,Actualmente estoy de excedencia por 2 años,Solo tengo 1 hijo,No,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,otros: La excedencia aún no ha acabado ,,4,"Sí, creo que necesita alguna mejora.",Propondría una mejora en cuanto al tiempo de baja por maternidad ,1,"Sí, creo que necesita alguna mejora.",Alargar la baja maternal y facilitar la conciliación una vez que empieza la madre trabajar,La mejor decisión que tomé ,,Mujer,Casado/a,Formación profesional ,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,36,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","Sí, por cuenta propia",Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"No, considero que funciona bien.",,7,"No, considero que funciona bien.",,"Satisfacción
Seguridad
Disfrute",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,otros: Fijo
1,,,,"No, no cuento con nadie más",si,Llevo 1 año y dos meses,Ni,No,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,Tengo 1 hijo,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,La excedencia no ha acabado aún,otros: Aún estoy de excedencia,No estoy trabajando actualmente,6,"Sí, creo que necesita alguna mejora.",Baja maternal de 2 años de duración. Ayudas para las familias que optan por esta opción,3,"Sí, creo que necesita alguna mejora.",Turno de mañana a los padres con hijos pequeños,Maravillosa y agotadora. Lo mejor,No,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",si,8,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Comprensión,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,otros: Despido al solicitar reincorporación con reducció de jornada,"otros: Nuevo empleo, nuevas funciones y Mayor responsabilidad",,4,"Sí, creo que necesita alguna mejora.","Parcialment remunerada y con seguridad total de regreso a mismo puesto de trabajo, sin temor a perderlo",1,otros: Cambio total. No existe pisibilidad de conciliació,"Baja maternal hasta 18-24 meses, bajas padres y madres, flexibilidad horària en el trabajo, bonos-cheque guardería, horas libre disposició para reuniones de colegio O visitas médicas","Laboralmente excluida, personalmente excelente decisión, oportunidad de redirigir mi futur professional",No,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,otros: Interino de sustitución por baja maternal
1,,,,"No, no cuento con nadie más",si,6,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No contaba con ayuda externa de familiares,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Hostilidad,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,otros: no he vuelto todavía,otros: no he vuelto,,3,"Sí, creo que necesita alguna mejora.",Mantener al empleado al tanto de los cambios en la empresa y seguir formando,1,"Sí, creo que necesita alguna mejora.","Flexibilidad, bolsa de horas para cuidar a tus hijos - enfermedad, médicos, colegios - ","Duro, reincorporación difícil",,Mujer,Vivo en pareja,Formación profesional ,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,12 (1),,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,si,No aplica,Flexibilidad de horario,Reducción de jornada,"Teletrabajo, posibilidad de jornada continua.",Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"No, considero que funciona bien.",,4,"Sí, creo que necesita alguna mejora.",Bolsa de horas para atender a hijos / familiares enfermos. Facilidad para días de excedencia sueltos en caso de enfermedad para evitar llevar niños enfermos a la guardería o a clase. Fomento del trabajo a tiempo parcial.,"Gratificante.
Irrepetible.
Merece la pena.",,Hombre,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,9 meses,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,,si,,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,3,"Sí, creo que necesita alguna mejora.","El estado debería favorecer a los trabajadores y las empresas que esto sucediera y si ya hubiese una pequeña ayuda económica en lugar de facilitar la pronta escolarización, ya ni te cuento",4,"Sí, creo que necesita alguna mejora.",Deberíamos poder tener horarios continuos para disponer de más tiempo junto a nuestros hijos y obtener ayudas para poder estar el máximo tiempo al cuidado de nuestros hijos y no tener que dejarlos al cuidado de otras personas,Lo volveré a hacer con mi próxima hija,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,2,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,otros: No quiso,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,7,otros: Baja maternal de 6 meses minimo,Misma respuesta que anterior,5,"Sí, creo que necesita alguna mejora.",Que los hombres también se cogieran excedencias o ajustes de horario laboral,Fueron 2 meses donde pude cuidar de mi hija al 100% y no tuvo que ir 'hasta' los 6 meses a la guarde. La mejor inversión,,Mujer,Pareja de hecho,Doctorado,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,11 meses,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé trabajos de menor responsabilidad ,Estoy en el mismo puesto o en otro similar,6,"Sí, creo que necesita alguna mejora.",,1,"Sí, creo que necesita alguna mejora.",,,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Temporal
1,,,,"No, no cuento con nadie más",si,3,,,No contaba con ayuda externa de familiares,No contaba con ayuda externa de familiares,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,otros: Aún estoy de excedencia,,2,"Sí, creo que necesita alguna mejora.",Creo que lo más apropiado sería que el permiso de maternidad fuera más largo para ambos progenitores,3,"Sí, creo que necesita alguna mejora.","Facilitar la reducción de jornada
Incluir guarderías en las empresas
Facilitar la lactancia en las empresas","Mejorable
Sistema obsoleto e ineficaz",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,5 meses,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Hostilidad,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambié de puesto,Realicé trabajos de menor responsabilidad ,Es de menor rango ,3,"Sí, creo que necesita alguna mejora.",,3,"Sí, creo que necesita alguna mejora.",,"Decepcion, castigo, injusticia",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
